Application_name,Benchmark_name,[1]- Total no of Return statement:,[2]- Total no of Control Statement:,[3]- Total no of Allocation instruction:,[4]- Total no of Load Instructions:,[5]- Total no of Store Instructions:,[6]- Total no of Multiplication (Float Datatype) Operation:,[7]- Total no of Addition(Integer Datatype) Instruction:,[8]- Total no of Multiplication(Integer Datatype) Instruction:,[9]- Total no of Division(Float Datatype) instruction:,[10]-Total no of Division(Integer Datatype) instruction: ,[11]-Total no of Condition Check instruction:,[12]-Total no of Addition(Float Datatype) instruction:,[13]-Total no of Addition(Integer Datatype) instruction:,[14]-Total no of Subtraction(Float Datatype) instruction:,[15]-Total no of Subtraction(Integer Datatype) instruction:,[16]-Total no of Function Call instruction:,[17]-Total no of Functions:,[18]-Total no of Blocks:,[19]-Total no of Instructions:,[20]-Total no of Float Operation:,[21]-Total no of Integer Operation:,[22]-Total no of Loop Operation:,[23]-Total no of Loop:,Data_size,Base Clock (Ghz),Boost Clock (Ghz),Total Cores (#),Memory Size (GB),Memory bandwidth (GB/s),Performance (Single Precision) (GFLOPS),Instruction per cycle (#),Memory Speed (Ghz/Gbps),Execution Time in Seconds,System,System
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,1024,0.98,1.033,1152,2,192.2,2257.9,2,6,0.1947178841,760_GPU_Execution_time,6
syrk,polybench,1,6,0,4,2,2,2,0,0,0,3,0,2,0,0,1,4,7,28,5,25,0,0,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.1967949867,740_1_CPU_Execution_time,1
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,262144,3.4,4,32,4,34.1,870.4,32,2.133,0.1968669891,740_1_CPU_Execution_time,1
gemm,polybench,1,6,0,4,2,2,2,1,0,0,3,0,2,0,0,1,4,7,29,6,26,0,0,1024,0.993,1.003,384,2,28.8,762,2,1.8,0.197319030762,740_2_GPU_Execution_time,4
covariance,polybench,3,18,0,9,7,0,15,4,1,0,7,1,15,1,0,1,6,21,84,9,141,5,5,512,3.2,3.4,16,8,25.6,409.6,32,1.6,0.1974449158,760_CPU_Execution_time,5
BitonicSort ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,262144,3.2,3.4,16,8,25.6,409.6,32,1.6,0.197514057159,760_CPU_Execution_time,5
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,4194304,0.993,1.003,384,2,28.8,762,2,1.8,0.1981170177,740_1_GPU_Execution_time,2
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,512,3.4,4,32,4,34.1,870.4,32,2.133,0.198370933533,740_2_CPU_Execution_time,3
DCT ,amd,2,17,1,5,9,1,3,1,1,1,15,1,3,1,4,2,5,18,150,1,28,1,1,2048,3.2,3.4,16,8,25.6,409.6,32,1.6,0.198770046234,760_CPU_Execution_time,5
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,128,3.4,4,32,4,34.1,870.4,32,2.133,0.1991779804,740_1_CPU_Execution_time,1
BitonicSort ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,2097152,0.993,1.003,384,2,28.8,762,2,1.8,0.1995530128,740_1_GPU_Execution_time,2
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,250,0.98,1.033,1152,2,192.2,2257.9,2,6,0.1997430325,760_GPU_Execution_time,6
FastWalshTransform ,amd,1,8,0,2,4,0,2,2,0,0,3,0,2,0,2,1,4,9,40,0,59,0,0,1048576,3.2,3.4,16,8,25.6,409.6,32,1.6,0.199944019318,760_CPU_Execution_time,5
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,512,3.4,4,32,4,34.1,870.4,32,2.133,0.201807975769,740_2_CPU_Execution_time,3
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,250,0.993,1.003,384,2,28.8,762,2,1.8,0.2018449306,740_1_GPU_Execution_time,2
syrk,polybench,1,6,0,4,2,2,2,0,0,0,3,0,2,0,0,1,4,7,28,5,25,0,0,512,0.993,1.003,384,2,28.8,762,2,1.8,0.20268702507,740_2_GPU_Execution_time,4
fdtd2d,polybench,3,12,0,12,4,0,4,1,0,0,6,1,4,4,0,3,6,15,72,11,225,0,0,128,3.4,4,32,4,34.1,870.4,32,2.133,0.203595876694,740_2_CPU_Execution_time,3
syrk,polybench,1,6,0,4,2,2,2,0,0,0,3,0,2,0,0,1,4,7,28,5,25,0,0,1024,3.2,3.4,16,8,25.6,409.6,32,1.6,0.2037670612,760_CPU_Execution_time,5
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,225,0.993,1.003,384,2,28.8,762,2,1.8,0.203852176666,740_2_GPU_Execution_time,4
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,8192,3.2,3.4,16,8,25.6,409.6,32,1.6,0.204169034958,760_CPU_Execution_time,5
atax,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,60,0,0,4096,0.993,1.003,384,2,28.8,762,2,1.8,0.204998970032,740_2_GPU_Execution_time,4
gramschmidt,polybench,3,16,0,9,5,0,8,6,1,0,6,0,8,1,0,4,7,19,84,11,196,0,0,512,3.4,4,32,4,34.1,870.4,32,2.133,0.2054829597,740_1_CPU_Execution_time,1
mvt,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,56,0,0,4096,3.2,3.4,16,8,25.6,409.6,32,1.6,0.2059950829,760_CPU_Execution_time,5
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,65536,3.2,3.4,16,8,25.6,409.6,32,1.6,0.206431150436,760_CPU_Execution_time,5
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,1048576,0.993,1.003,384,2,28.8,762,2,1.8,0.206825971603,740_2_GPU_Execution_time,4
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,524288,3.4,4,32,4,34.1,870.4,32,2.133,0.20750784874,740_2_CPU_Execution_time,3
syrk,polybench,1,6,0,4,2,2,2,0,0,0,3,0,2,0,0,1,4,7,28,5,25,0,0,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.207730054855,740_2_CPU_Execution_time,3
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,200,3.4,4,32,4,34.1,870.4,32,2.133,0.2085990906,740_1_CPU_Execution_time,1
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,65536,3.2,3.4,16,8,25.6,409.6,32,1.6,0.209867954254,760_CPU_Execution_time,5
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,524288,3.2,3.4,16,8,25.6,409.6,32,1.6,0.209892034531,760_CPU_Execution_time,5
BitonicSort ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,4096,3.4,4,32,4,34.1,870.4,32,2.133,0.209905147552,740_2_CPU_Execution_time,3
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,200,3.4,4,32,4,34.1,870.4,32,2.133,0.209936141968,740_2_CPU_Execution_time,3
DCT ,amd,2,17,1,5,9,1,3,1,1,1,15,1,3,1,4,2,5,18,150,1,28,1,1,512,3.2,3.4,16,8,25.6,409.6,32,1.6,0.210322856903,760_CPU_Execution_time,5
DCT ,amd,2,17,1,5,9,1,3,1,1,1,15,1,3,1,4,2,5,18,150,1,28,1,1,8192,3.2,3.4,16,8,25.6,409.6,32,1.6,0.211254119873,760_CPU_Execution_time,5
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,4096,0.993,1.003,384,2,28.8,762,2,1.8,0.211409091949,740_2_GPU_Execution_time,4
fdtd2d,polybench,3,12,0,12,4,0,4,1,0,0,6,1,4,4,0,3,6,15,72,11,225,0,0,512,3.4,4,32,4,34.1,870.4,32,2.133,0.2119150162,740_1_CPU_Execution_time,1
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,8192,3.2,3.4,16,8,25.6,409.6,32,1.6,0.211988210678,760_CPU_Execution_time,5
fdtd2d,polybench,3,12,0,12,4,0,4,1,0,0,6,1,4,4,0,3,6,15,72,11,225,0,0,512,3.2,3.4,16,8,25.6,409.6,32,1.6,0.2143418789,760_CPU_Execution_time,5
fdtd2d,polybench,3,12,0,12,4,0,4,1,0,0,6,1,4,4,0,3,6,15,72,11,225,0,0,128,0.993,1.003,384,2,28.8,762,2,1.8,0.214482069016,740_2_GPU_Execution_time,4
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,2097152,0.98,1.033,1152,2,192.2,2257.9,2,6,0.214834928513,760_GPU_Execution_time,6
DCT ,amd,2,17,1,5,9,1,3,1,1,1,15,1,3,1,4,2,5,18,150,1,28,1,1,4096,3.2,3.4,16,8,25.6,409.6,32,1.6,0.215168952942,760_CPU_Execution_time,5
BitonicSort ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,32768,3.4,4,32,4,34.1,870.4,32,2.133,0.2158191204,740_1_CPU_Execution_time,1
gramschmidt,polybench,3,16,0,9,5,0,8,6,1,0,6,0,8,1,0,4,7,19,84,11,196,0,0,512,3.2,3.4,16,8,25.6,409.6,32,1.6,0.2165310383,760_CPU_Execution_time,5
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,128,3.4,4,32,4,34.1,870.4,32,2.133,0.2165400982,740_1_CPU_Execution_time,1
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,2097152,0.993,1.003,384,2,28.8,762,2,1.8,0.217543125153,740_2_GPU_Execution_time,4
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,1048576,3.4,4,32,4,34.1,870.4,32,2.133,0.2179920673,740_1_CPU_Execution_time,1
FastWalshTransform ,amd,1,8,0,2,4,0,2,2,0,0,3,0,2,0,2,1,4,9,40,0,59,0,0,1048576,3.4,4,32,4,34.1,870.4,32,2.133,0.218145132065,740_2_CPU_Execution_time,3
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,4096,0.993,1.003,384,2,28.8,762,2,1.8,0.21880698204,740_2_GPU_Execution_time,4
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,128,3.2,3.4,16,8,25.6,409.6,32,1.6,0.219141960144,760_CPU_Execution_time,5
FastWalshTransform ,amd,1,8,0,2,4,0,2,2,0,0,3,0,2,0,2,1,4,9,40,0,59,0,0,32768,3.4,4,32,4,34.1,870.4,32,2.133,0.2193551064,740_1_CPU_Execution_time,1
DCT ,amd,2,17,1,5,9,1,3,1,1,1,15,1,3,1,4,2,5,18,150,1,28,1,1,14336,3.2,3.4,16,8,25.6,409.6,32,1.6,0.219921112061,760_CPU_Execution_time,5
DCT ,amd,2,17,1,5,9,1,3,1,1,1,15,1,3,1,4,2,5,18,150,1,28,1,1,14336,3.4,4,32,4,34.1,870.4,32,2.133,0.221534013748,740_2_CPU_Execution_time,3
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,512,3.2,3.4,16,8,25.6,409.6,32,1.6,0.2216870785,760_CPU_Execution_time,5
covariance,polybench,3,18,0,9,7,0,15,4,1,0,7,1,15,1,0,1,6,21,84,9,141,5,5,128,0.993,1.003,384,2,28.8,762,2,1.8,0.2225689888,740_2_GPU_Execution_time,4
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,524288,3.2,3.4,16,8,25.6,409.6,32,1.6,0.223268985748,760_CPU_Execution_time,5
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,512,3.2,3.4,16,8,25.6,409.6,32,1.6,0.223345994949,760_CPU_Execution_time,5
gemm,polybench,1,6,0,4,2,2,2,1,0,0,3,0,2,0,0,1,4,7,29,6,26,0,0,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.2234470844,740_1_CPU_Execution_time,1
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,65536,3.4,4,32,4,34.1,870.4,32,2.133,0.223582983017,740_2_CPU_Execution_time,3
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,250,0.993,1.003,384,2,28.8,762,2,1.8,0.224696874619,740_2_GPU_Execution_time,4
gemm,polybench,1,6,0,4,2,2,2,1,0,0,3,0,2,0,0,1,4,7,29,6,26,0,0,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.224962949753,740_2_CPU_Execution_time,3
BitonicSort ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,2097152,0.98,1.033,1152,2,192.2,2257.9,2,6,0.225662946701,760_GPU_Execution_time,6
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,1048576,3.4,4,32,4,34.1,870.4,32,2.133,0.227396011353,740_2_CPU_Execution_time,3
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,65536,3.2,3.4,16,8,25.6,409.6,32,1.6,0.227864027023,760_CPU_Execution_time,5
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,2048,0.993,1.003,384,2,28.8,762,2,1.8,0.230002880096,740_2_GPU_Execution_time,4
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,8192,3.2,3.4,16,8,25.6,409.6,32,1.6,0.230977058411,760_CPU_Execution_time,5
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,225,3.2,3.4,16,8,25.6,409.6,32,1.6,0.2312071323,760_CPU_Execution_time,5
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,128,3.4,4,32,4,34.1,870.4,32,2.133,0.231838941574,740_2_CPU_Execution_time,3
2mm,polybench,2,12,0,6,2,0,4,2,0,0,6,0,4,0,0,2,5,14,50,9,85,0,0,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.2327439785,740_2_CPU_Execution_time,3
fdtd2d,polybench,3,12,0,12,4,0,4,1,0,0,6,1,4,4,0,3,6,15,72,11,225,0,0,512,0.993,1.003,384,2,28.8,762,2,1.8,0.2331728935,740_1_GPU_Execution_time,2
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,4096,0.98,1.033,1152,2,192.2,2257.9,2,6,0.2332909107,760_GPU_Execution_time,6
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,65536,3.4,4,32,4,34.1,870.4,32,2.133,0.233397960663,740_2_CPU_Execution_time,3
atax,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,60,0,0,4096,3.4,4,32,4,34.1,870.4,32,2.133,0.2336080074,740_1_CPU_Execution_time,1
matvecmul,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,2,63,0,0,8192,0.993,1.003,384,2,28.8,762,2,1.8,0.233790159225,740_2_GPU_Execution_time,4
matvecmul,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,2,63,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,0.233946084976,740_2_CPU_Execution_time,3
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,8192,0.993,1.003,384,2,28.8,762,2,1.8,0.234474897385,740_2_GPU_Execution_time,4
BitonicSort ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,4096,0.993,1.003,384,2,28.8,762,2,1.8,0.234559059143,740_2_GPU_Execution_time,4
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,128,0.993,1.003,384,2,28.8,762,2,1.8,0.236205101013,740_2_GPU_Execution_time,4
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,1000,3.4,4,32,4,34.1,870.4,32,2.133,0.2363750935,740_1_CPU_Execution_time,1
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,2048,3.4,4,32,4,34.1,870.4,32,2.133,0.236769199371,740_2_CPU_Execution_time,3
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,262144,3.4,4,32,4,34.1,870.4,32,2.133,0.236790895462,740_2_CPU_Execution_time,3
mvt,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,56,0,0,4096,0.993,1.003,384,2,28.8,762,2,1.8,0.2369058132,740_1_GPU_Execution_time,2
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,2048,0.98,1.033,1152,2,192.2,2257.9,2,6,0.237697839737,760_GPU_Execution_time,6
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,262144,3.2,3.4,16,8,25.6,409.6,32,1.6,0.238132953644,760_CPU_Execution_time,5
fdtd2d,polybench,3,12,0,12,4,0,4,1,0,0,6,1,4,4,0,3,6,15,72,11,225,0,0,512,3.4,4,32,4,34.1,870.4,32,2.133,0.23944401741,740_2_CPU_Execution_time,3
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,0.239818096161,740_2_CPU_Execution_time,3
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,131072,0.98,1.033,1152,2,192.2,2257.9,2,6,0.240000009537,760_GPU_Execution_time,6
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,125,0.993,1.003,384,2,28.8,762,2,1.8,0.240278959274,740_2_GPU_Execution_time,4
BitonicSort ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,4096,3.4,4,32,4,34.1,870.4,32,2.133,0.240323782,740_1_CPU_Execution_time,1
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,8388608,0.993,1.003,384,2,28.8,762,2,1.8,0.2405500412,740_1_GPU_Execution_time,2
mvt,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,56,0,0,4096,0.993,1.003,384,2,28.8,762,2,1.8,0.240839958191,740_2_GPU_Execution_time,4
FastWalshTransform ,amd,1,8,0,2,4,0,2,2,0,0,3,0,2,0,2,1,4,9,40,0,59,0,0,32768,3.4,4,32,4,34.1,870.4,32,2.133,0.241161108017,740_2_CPU_Execution_time,3
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,2048,3.2,3.4,16,8,25.6,409.6,32,1.6,0.241316080093,760_CPU_Execution_time,5
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,524288,3.4,4,32,4,34.1,870.4,32,2.133,0.24179983139,740_2_CPU_Execution_time,3
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,8192,0.993,1.003,384,2,28.8,762,2,1.8,0.241880893707,740_2_GPU_Execution_time,4
FastWalshTransform ,amd,1,8,0,2,4,0,2,2,0,0,3,0,2,0,2,1,4,9,40,0,59,0,0,32768,0.98,1.033,1152,2,192.2,2257.9,2,6,0.24201798439,760_GPU_Execution_time,6
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,512,3.4,4,32,4,34.1,870.4,32,2.133,0.242738008499,740_2_CPU_Execution_time,3
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,2048,3.4,4,32,4,34.1,870.4,32,2.133,0.2442901134,740_1_CPU_Execution_time,1
BitonicSort ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,4096,0.98,1.033,1152,2,192.2,2257.9,2,6,0.244764089584,760_GPU_Execution_time,6
FloydWarshall ,amd,1,2,0,3,2,0,2,1,0,0,1,0,2,0,0,0,3,3,19,0,55,0,1,512,3.2,3.4,16,8,25.6,409.6,32,1.6,0.244827985764,760_CPU_Execution_time,5
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,8388608,0.993,1.003,384,2,28.8,762,2,1.8,0.2455060482,740_1_GPU_Execution_time,2
gesummv,polybench,1,5,0,8,3,1,1,0,0,0,2,0,1,0,0,3,4,6,29,8,22,0,0,4096,0.993,1.003,384,2,28.8,762,2,1.8,0.2458338737,740_1_GPU_Execution_time,2
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,8192,0.98,1.033,1152,2,192.2,2257.9,2,6,0.247228145599,760_GPU_Execution_time,6
fdtd2d,polybench,3,12,0,12,4,0,4,1,0,0,6,1,4,4,0,3,6,15,72,11,225,0,0,512,0.993,1.003,384,2,28.8,762,2,1.8,0.247370958328,740_2_GPU_Execution_time,4
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,128,0.98,1.033,1152,2,192.2,2257.9,2,6,0.249337911606,760_GPU_Execution_time,6
gramschmidt,polybench,3,16,0,9,5,0,8,6,1,0,6,0,8,1,0,4,7,19,84,11,196,0,0,128,3.4,4,32,4,34.1,870.4,32,2.133,0.250038146973,740_2_CPU_Execution_time,3
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,2000,3.4,4,32,4,34.1,870.4,32,2.133,0.251978159,740_1_CPU_Execution_time,1
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,2097152,3.4,4,32,4,34.1,870.4,32,2.133,0.252104044,740_1_CPU_Execution_time,1
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,500,3.4,4,32,4,34.1,870.4,32,2.133,0.253442049,740_1_CPU_Execution_time,1
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,4194304,0.98,1.033,1152,2,192.2,2257.9,2,6,0.253794193268,760_GPU_Execution_time,6
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,1048576,3.4,4,32,4,34.1,870.4,32,2.133,0.253985881805,740_2_CPU_Execution_time,3
gesummv,polybench,1,5,0,8,3,1,1,0,0,0,2,0,1,0,0,3,4,6,29,8,22,0,0,4096,0.993,1.003,384,2,28.8,762,2,1.8,0.254283905029,740_2_GPU_Execution_time,4
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,131072,0.98,1.033,1152,2,192.2,2257.9,2,6,0.255005121231,760_GPU_Execution_time,6
gesummv,polybench,1,5,0,8,3,1,1,0,0,0,2,0,1,0,0,3,4,6,29,8,22,0,0,4096,3.4,4,32,4,34.1,870.4,32,2.133,0.25522089,740_1_CPU_Execution_time,1
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,50,3.4,4,32,4,34.1,870.4,32,2.133,0.256401062012,740_2_CPU_Execution_time,3
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,1048576,3.2,3.4,16,8,25.6,409.6,32,1.6,0.257496118546,760_CPU_Execution_time,5
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,8192,0.98,1.033,1152,2,192.2,2257.9,2,6,0.258937120438,760_GPU_Execution_time,6
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,4194304,0.993,1.003,384,2,28.8,762,2,1.8,0.259621858597,740_2_GPU_Execution_time,4
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,262144,3.2,3.4,16,8,25.6,409.6,32,1.6,0.259721040726,760_CPU_Execution_time,5
FloydWarshall ,amd,1,2,0,3,2,0,2,1,0,0,1,0,2,0,0,0,3,3,19,0,55,0,1,512,0.98,1.033,1152,2,192.2,2257.9,2,6,0.261023044586,760_GPU_Execution_time,6
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,8192,0.98,1.033,1152,2,192.2,2257.9,2,6,0.261749982834,760_GPU_Execution_time,6
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,225,3.4,4,32,4,34.1,870.4,32,2.133,0.261988162994,740_2_CPU_Execution_time,3
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,1048576,3.2,3.4,16,8,25.6,409.6,32,1.6,0.262131929398,760_CPU_Execution_time,5
FloydWarshall ,amd,1,2,0,3,2,0,2,1,0,0,1,0,2,0,0,0,3,3,19,0,55,0,1,1024,0.98,1.033,1152,2,192.2,2257.9,2,6,0.262245893478,760_GPU_Execution_time,6
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,6553600,0.993,1.003,384,2,28.8,762,2,1.8,0.2629380226,740_1_GPU_Execution_time,2
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,250,3.2,3.4,16,8,25.6,409.6,32,1.6,0.2636058331,760_CPU_Execution_time,5
